Timestamp,Flux_Value
00:12:24.540,96.99018351105461
00:12:24.643,106.50907624831287
00:12:24.747,96.30669659637748
00:12:24.851,99.72055804026395
00:12:24.952,102.3221944913803
00:12:25.157,100.17943435691396
00:12:25.363,97.08472028493193
00:12:25.466,95.9343488645574
00:12:25.569,92.3332706356843
00:12:25.672,98.29915712698568
00:12:25.774,105.54153392540056
00:12:25.877,104.04959851058527
00:12:25.978,101.146707638025
00:12:26.080,105.92988492555214
00:12:26.185,96.58276735740903
00:12:26.290,108.43049843310524
00:12:26.497,101.66244881906745
00:12:26.598,94.66753201382929
00:12:26.699,101.79750513675216
00:12:26.907,103.63175938138947
00:12:27.012,102.94913507421279
00:12:27.117,102.37177401685543
00:12:27.219,96.71753217019807
00:12:27.324,99.59245178669771
00:12:27.427,102.56897457841397
00:12:27.531,92.13729013011314
00:12:27.635,93.21937310334016
00:12:27.739,97.25499678878785
00:12:27.844,98.41133800281108
00:12:27.947,93.56719155163206
00:12:28.052,101.96023649784203
00:12:28.157,100.17076997743008
00:12:28.259,93.45285014302179
00:12:28.365,99.62632018439506
00:12:28.469,99.95142844605643
00:12:28.677,108.01353926492357
00:12:28.782,94.10989084856823
00:12:28.987,91.99205960818644
00:12:29.089,99.41209195053523
00:12:29.297,100.81084948767882
00:12:29.397,97.84361780415831
00:12:29.501,93.60160676666003
00:12:29.606,95.95915399976735
00:12:29.807,108.83790139390501
00:12:29.911,107.37381041189262
00:12:30.016,100.01545628574989
00:12:30.122,98.31731758079275
00:12:30.226,101.76700721666896
00:12:30.327,96.66373641945975
00:12:30.427,101.59917854519881
00:12:30.528,96.79691151155757
00:12:30.630,97.84486472073252
00:12:30.735,96.26964244945968
00:12:30.839,96.20788928385117
00:12:30.942,102.69231885446871
00:12:31.047,95.36390422955436
00:12:31.147,93.4874658600732
00:12:31.352,90.87278665678846
00:12:31.453,98.33703821972586
00:12:31.558,105.29933751864176
00:12:31.660,90.40127940979056
00:12:31.765,103.47949844577302
00:12:31.868,103.62570494741004
00:12:32.077,94.33033477229557
00:12:32.182,105.24430295793223
00:12:32.287,94.81853336166361
00:12:32.390,107.98096674312823
00:12:32.495,96.57773997034619
00:12:32.597,93.18995126506942
00:12:32.701,105.78024091704225
00:12:32.806,99.58084742726398
00:12:32.908,99.64622450012573
00:12:33.013,100.27769965510684
00:12:33.113,105.97049388727794
00:12:33.217,94.2214137614119
00:12:33.322,98.81397487463047
00:12:33.422,97.42514643525546
00:12:33.527,100.13175893524524
00:12:33.627,95.326962212554
00:12:33.732,92.40498106427648
00:12:33.837,100.14453941282675
00:12:33.939,102.15587115521697
00:12:34.042,104.7173474811599
00:12:34.146,106.09144051418156
00:12:34.247,105.12226461174414
00:12:34.352,92.99989905808468
00:12:34.457,98.02607944234124
00:12:34.666,100.446091607654
00:12:34.771,105.01157138108428
00:12:34.872,107.06099975307313
00:12:34.977,101.64693380793696
00:12:35.082,106.0434328067238
00:12:35.182,95.40590739027363
00:12:35.287,99.04920946672814
00:12:35.391,97.62988008815121
00:12:35.496,101.70139733030246
00:12:35.597,100.35954798327947
00:12:35.702,98.97432079117831
00:12:35.807,97.97446348942124
00:12:35.911,102.18274991719613
00:12:36.012,102.37072263013681
00:12:36.117,108.92536434473693
00:12:36.219,98.94942751305035
00:12:36.323,104.6196654918322
00:12:36.423,102.67655446430427
00:12:36.527,90.31503685193091
00:12:36.632,99.64435687660782
00:12:36.839,99.57203239502661
00:12:36.940,99.82393411305753
00:12:37.045,102.91255929100875
00:12:37.146,98.77387454359852
00:12:37.249,111.3112778256004
00:12:37.355,104.31119260702447
00:12:37.456,100.14499747473886
00:12:37.560,95.3422000762423
00:12:37.665,90.64580107174241
00:12:37.767,99.58423187258661
00:12:37.869,96.15095384662216
00:12:37.972,100.86936741288996
00:12:38.073,107.39779416305058
00:12:38.177,93.58334207121474
00:12:38.281,97.68645905692541
00:12:38.386,97.37970036145322
00:12:38.489,108.16472918810915
00:12:38.593,90.67020801453874
00:12:38.697,107.2980597946549
00:12:38.801,97.40837317230158
00:12:38.905,104.58025643828714
00:12:39.006,102.24502083685624
00:12:39.107,103.66141087836343
